keyword,document_frequency,idf
let,95,7.3578
lethal,8,9.7233
lethality,8,9.7233
lethargy,1,11.2273
lethologica,1,11.2273
lethwei,1,11.2273
letitia,1,11.2273
leto,2,10.8218
lets,95,7.3578
letter,100,7.3071
letterboxing,1,11.2273
letterheads,1,11.2273
letterman,9,9.618
lettermen,1,11.2273
letters,100,7.3071
letting,95,7.3578
lettres,1,11.2273
lettuce,4,10.3111
leu,3,10.5342
leuja,1,11.2273
leukemia,2,10.8218
leukocytes,2,10.8218
leukophobia,1,11.2273
leuven,1,11.2273
lev,3,10.5342
levar,1,11.2273
level,66,7.7169
levels,66,7.7169
levenson,1,11.2273
levi,10,9.5227
leviathan,2,10.8218
levin,5,10.1288
levine,5,10.1288
levinson,1,11.2273
levis,10,9.5227
levitan,1,11.2273
levite,1,11.2273
levitt,1,11.2273
levoi,1,11.2273
levon,1,11.2273
levothyroxine,1,11.2273
levy,10,9.5227
lew,2,10.8218
lewbert,1,11.2273
lewd,2,10.8218
lewis,66,7.7169
lewiston,2,10.8218
lewotsky,1,11.2273
lewton,1,11.2273
lex,6,9.9746
lexell,1,11.2273
lexicon,1,11.2273
lexie,2,10.8218
lexington,4,10.3111
lexus,1,11.2273
lexy,2,10.8218
leykjastick,1,11.2273
leymano,1,11.2273
leyte,1,11.2273
leytonstone,1,11.2273
lfd,2,10.8218
lfd1,5,10.1288
lfd2,7,9.8411
lftaversg,1,11.2273
lga,1,11.2273
lh,1,11.2273
lhagba,2,10.8218
lhassa,1,11.2273
lhotse,2,10.8218
li,63,7.7627
lia,1,11.2273
liability,2,10.8218
liable,2,10.8218
liaisons,1,11.2273
liam,10,9.5227
lianne,1,11.2273
liao,1,11.2273
liar,11,9.4357
liars,11,9.4357
lib,1,11.2273
libation,1,11.2273
libbys,1,11.2273
libenice,1,11.2273
liberace,1,11.2273
liberal,18,8.9763
liberalism,18,8.9763
liberalization,18,8.9763
liberals,18,8.9763
liberated,18,8.9763
liberation,18,8.9763
liberia,4,10.3111
liberian,1,11.2273
libero,2,10.8218
libert,2,10.8218
libertad,2,10.8218
libertarian,1,11.2273
liberty,27,8.5887
libiamo,1,11.2273
libido,1,11.2273
libra,4,10.3111
librarian,4,10.3111
librarians,4,10.3111
libraries,7,9.8411
library,7,9.8411
libre,3,10.5342
libretto,1,11.2273
libreville,1,11.2273
libris,1,11.2273
libussa,1,11.2273
libya,11,9.4357
libyan,2,10.8218
licence,2,10.8218
licenced,2,10.8218
license,13,9.2816
licensed,13,9.2816
licenses,13,9.2816
licet,1,11.2273
lichtenberg,1,11.2273
licinius,1,11.2273
lick,6,9.9746
licking,6,9.9746
licks,6,9.9746
licorice,1,11.2273
lid,1,11.2273
lida,1,11.2273
liddell,1,11.2273
lidge,1,11.2273
lido,1,11.2273
lie,63,7.7627
liebe,1,11.2273
lieberman,1,11.2273
liebig,5,10.1288
liebknecht,1,11.2273
liebling,1,11.2273
liechtenstein,9,9.618
lied,63,7.7627
lien,1,11.2273
lies,63,7.7627
liesls,1,11.2273
lieutenant,14,9.2126
lieutenants,14,9.2126
liev,1,11.2273
life,414,5.8996
lifeboats,2,10.8218
lifeguard,2,10.8218
lifeless,1,11.2273
lifelike,1,11.2273
lifelong,5,10.1288
lifes,414,5.8996
lifespan,16,9.0875
lifestyle,4,10.3111
lifetime,16,9.0875
lift,13,9.2816
lifted,13,9.2816
lifting,13,9.2816
liftoff,1,11.2273
lifts,13,9.2816
ligament,3,10.5342
ligaments,3,10.5342
ligamentum,1,11.2273
liger,1,11.2273
light,155,6.8734
lightening,2,10.8218
lighter,2,10.8218
lightest,3,10.5342
lighthearted,1,11.2273
lighthouse,7,9.8411
lighting,155,6.8734
lightning,30,8.487
lights,155,6.8734
lightsaber,7,9.8411
lightsabers,7,9.8411
lightscribe,1,11.2273
lightspeed,2,10.8218
lightweight,3,10.5342
lightyear,1,11.2273
ligroin,1,11.2273
likable,2,10.8218
like,411,5.9068
liked,411,5.9068
likely,411,5.9068
likened,1,11.2273
likeness,411,5.9068
likes,411,5.9068
likud,3,10.5342
lil,9,9.618
lila,1,11.2273
lilac,3,10.5342
lilangeni,1,11.2273
lilapsophobia,1,11.2273
lili,19,8.925
liliaceae,2,10.8218
lilian,2,10.8218
lilienthal,5,10.1288
lilies,19,8.925
lilihammer,1,11.2273
lilith,1,11.2273
lilium,2,10.8218
lillard,1,11.2273
lillehie,1,11.2273
lillian,7,9.8411
lilliput,1,11.2273
lilly,13,9.2816
lillys,13,9.2816
lilo,8,9.7233
lilongwe,1,11.2273
lilos,8,9.7233
lily,19,8.925
lima,10,9.5227
limahl,1,11.2273
limasawa,1,11.2273
limassol,1,11.2273
limb,2,10.8218
limber,1,11.2273
limbo,2,10.8218
limburger,1,11.2273
lime,11,9.4357
limelight,1,11.2273
limerick,3,10.5342
limestone,3,10.5342
limit,16,9.0875
limited,16,9.0875
limits,16,9.0875
limnology,1,11.2273
limo,4,10.3111
limousine,1,11.2273
limp,1,11.2273
lincoln,57,7.861
lincolns,57,7.861
lincolnshire,1,11.2273
lind,2,10.8218
linda,27,8.5887
lindbergh,4,10.3111
linden,2,10.8218
linderman,1,11.2273
lindheim,1,11.2273
lindsay,37,8.2835
lindsays,37,8.2835
lindsey,4,10.3111
lindt,1,11.2273
line,475,5.7636
lineage,4,10.3111
linear,2,10.8218
linebacker,5,10.1288
lined,475,5.7636
lineman,3,10.5342
linen,1,11.2273
liner,12,9.3557
liners,12,9.3557
lines,475,5.7636
lineup,4,10.3111
lingam,1,11.2273
lingerie,1,11.2273
lingo,2,10.8218
lingshan,1,11.2273
lingua,1,11.2273
linguistically,8,9.7233
linguistics,8,9.7233
lining,475,5.7636
link,49,8.0093
linkage,1,11.2273
linked,49,8.0093
linkin,66,7.7169
links,49,8.0093
linnaeus,2,10.8218
linny,1,11.2273
lino,2,10.8218
linoge,1,11.2273
linoleic,1,11.2273
linolenic,1,11.2273
linoleum,2,10.8218
linseed,1,11.2273
linus,4,10.3111
linuss,2,10.8218
linux,2,10.8218
linz,2,10.8218
lion,113,7.1863
lioncheate,1,11.2273
lionel,11,9.4357
lioness,2,10.8218
lionheart,1,11.2273
lions,113,7.1863
liotta,1,11.2273
lip,10,9.5227
lipitor,2,10.8218
lipman,1,11.2273
lipogranuloma,1,11.2273
lipophobia,1,11.2273
lipoprotein,1,11.2273
lippi,2,10.8218
lips,10,9.5227
lipstick,4,10.3111
liquefaction,1,11.2273
liqueur,7,9.8411
liquid,15,9.1481
liquids,15,9.1481
liquor,4,10.3111
lira,11,9.4357
lis,63,7.7627
lisa,63,7.7627
lisaraye,1,11.2273
lisas,63,7.7627
lisbon,6,9.9746
lise,2,10.8218
lisi,1,11.2273
lisl,1,11.2273
lisp,3,10.5342
lissome,1,11.2273
list,197,6.6357
listed,197,6.6357
listen,39,8.2322
listening,39,8.2322
listens,39,8.2322
lister,2,10.8218
listing,197,6.6357
listo,1,11.2273
liston,2,10.8218
lists,197,6.6357
lit,6,9.9746
lita,5,10.1288
liter,56,7.8784
literacy,1,11.2273
literal,56,7.8784
literally,56,7.8784
literaly,1,11.2273
literary,48,8.0295
literate,56,7.8784
literature,24,8.702
liters,56,7.8784
lites,6,9.9746
lith,1,11.2273
lithgow,14,9.2126
lithgows,14,9.2126
lithium,3,10.5342
lithology,1,11.2273
lithosphere,2,10.8218
lithospheric,2,10.8218
lithotomy,1,11.2273
lithuania,12,9.3557
lithuanian,10,9.5227
lithuanians,10,9.5227
litigant,2,10.8218
litmus,2,10.8218
litner,1,11.2273
litovsk,1,11.2273
litres,1,11.2273
littauer,1,11.2273
litter,7,9.8411
littering,7,9.8411
litters,7,9.8411
little,333,6.1153
littlefoot,1,11.2273
littlejohn,1,11.2273
liturgical,1,11.2273
liturgy,1,11.2273
litvyak,1,11.2273
liu,2,10.8218
liv,672,5.4208
livanos,1,11.2273
live,672,5.4208
lived,672,5.4208
liveliness,1,11.2273
lively,672,5.4208
liver,16,9.0875
liverpool,14,9.2126
lives,672,5.4208
livestock,1,11.2273
livia,1,11.2273
livin,4,10.3111
living,672,5.4208
livingston,14,9.2126
livingstone,14,9.2126
livingstones,14,9.2126
livre,1,11.2273
livve,1,11.2273
liyah,1,11.2273
liz,10,9.5227
liza,12,9.3557
lizard,34,8.3657
lizards,34,8.3657
lizzie,5,10.1288
lizzy,5,10.1288
ljubljana,3,10.5342
ll,7,9.8411
llama,5,10.1288
llamas,5,10.1288
llath,1,11.2273
llewellyn,1,11.2273
lll,1,11.2273
llosa,1,11.2273
lloyd,36,8.3102
lloyds,36,8.3102
llp,1,11.2273
llyod,1,11.2273
lm,2,10.8218
lmecid,1,11.2273
ln,1,11.2273
lo,102,7.2875
loa,3,10.5342
load,9,9.618
loaded,9,9.618
loaf,4,10.3111
loafs,4,10.3111
loan,2,10.8218
loana,1,11.2273
loathing,8,9.7233
loathsome,1,11.2273
lob,6,9.9746
lobbied,4,10.3111
lobby,4,10.3111
lobbying,4,10.3111
lobbyist,1,11.2273
lobe,6,9.9746
lobed,6,9.9746
lobel,1,11.2273
lobster,5,10.1288
local,39,8.2322
locale,39,8.2322
locales,39,8.2322
locals,39,8.2322
locate,540,5.6367
located,540,5.6367
location,540,5.6367
locations,540,5.6367
loch,11,9.4357
lochnager,1,11.2273
lock,29,8.5197
locke,29,8.5197
locked,29,8.5197
locker,4,10.3111
lockes,29,8.5197
locket,1,11.2273
lockhart,2,10.8218
lockhaven,1,11.2273
lockheed,3,10.5342
locks,29,8.5197
locle,1,11.2273
loco,5,10.1288
locomotive,2,10.8218
locor,1,11.2273
locus,2,10.8218
locust,3,10.5342
locusts,3,10.5342
locuta,1,11.2273
lodge,10,9.5227
lodges,10,9.5227
lodging,10,9.5227
lofgren,1,11.2273
lofsongur,1,11.2273
log,9,9.618
logan,10,9.5227
logans,10,9.5227
logarithm,4,10.3111
logarithms,4,10.3111
logger,1,11.2273
logging,9,9.618
loggins,6,9.9746
logic,5,10.1288
logical,5,10.1288
logician,1,11.2273
logie,2,10.8218
loginova,1,11.2273
logo,13,9.2816
logophobia,1,11.2273
logs,9,9.618
lohan,16,9.0875
lohans,16,9.0875
lohman,1,11.2273
loire,2,10.8218
lois,11,9.4357
loiss,1,11.2273
loki,2,10.8218
lokum,1,11.2273
lol,1,11.2273
lola,10,9.5227
lolita,6,9.9746
lollapalooza,1,11.2273
lollies,1,11.2273
lollipop,4,10.3111
lollipops,4,10.3111
lolly,1,11.2273
lolophobia,1,11.2273
lolymyestic,1,11.2273
lom,1,11.2273
lomax,2,10.8218
lombarda,1,11.2273
lombardi,3,10.5342
lombardo,1,11.2273
lombardy,3,10.5342
lombok,1,11.2273
lomnick,1,11.2273
lomonosov,4,10.3111
lon,29,8.5197
london,122,7.1104
londons,122,7.1104
lone,29,8.5197
loneliness,4,10.3111
lonely,29,8.5197
loner,1,11.2273
lonesome,10,9.5227
long,323,6.1455
longbottom,2,10.8218
longer,21,8.8298
longest,106,7.2495
longevity,5,10.1288
longfellow,3,10.5342
longhair,1,11.2273
longhorns,1,11.2273
longinus,1,11.2273
longitude,1,11.2273
longitudinal,1,11.2273
longoria,11,9.4357
longorias,11,9.4357
longs,323,6.1455
longshaks,1,11.2273
longstreet,1,11.2273
longtime,3,10.5342
loni,1,11.2273
lonnie,2,10.8218
lonny,2,10.8218
loo,1,11.2273
look,134,7.0176
lookalike,1,11.2273
looked,134,7.0176
lookin,4,10.3111
looking,134,7.0176
lookinland,2,10.8218
lookout,3,10.5342
lookouts,3,10.5342
looks,134,7.0176
looloo,1,11.2273
loom,2,10.8218
looming,2,10.8218
loomis,3,10.5342
loompa,2,10.8218
loompas,2,10.8218
looney,6,9.9746
loop,7,9.8411
loophole,1,11.2273
looping,7,9.8411
loopner,1,11.2273
loops,7,9.8411
loose,27,8.5887
loosed,27,8.5887
loosely,27,8.5887
loosening,1,11.2273
looses,27,8.5887
lope,4,10.3111
lopes,4,10.3111
lopez,21,8.8298
lopezs,21,8.8298
lopomo,1,11.2273
lopsided,1,11.2273
lorax,1,11.2273
lorazepam,1,11.2273
lord,95,7.3578
lords,95,7.3578
lordy,3,10.5342
lore,9,9.618
loreal,9,9.618
lorelai,15,9.1481
lorelais,15,9.1481
loreley,1,11.2273
loren,13,9.2816
lorens,13,9.2816
lorentz,2,10.8218
lorenzo,7,9.8411
loretta,8,9.7233
loretto,1,11.2273
lori,6,9.9746
lories,6,9.9746
lorikeets,1,11.2273
loring,9,9.618
loripaul,1,11.2273
loris,6,9.9746
lorna,1,11.2273
lorne,5,10.1288
lorraine,7,9.8411
lorraines,7,9.8411
lorre,5,10.1288
lorrell,1,11.2273
los,102,7.2875
lose,58,7.8439
losely,58,7.8439
loser,10,9.5227
losers,10,9.5227
loses,58,7.8439
losin,1,11.2273
losing,58,7.8439
losptrophets,1,11.2273
loss,21,8.8298
losses,21,8.8298
lost,185,6.698
lostprophets,9,9.618
lot,49,8.0093
loti,2,10.8218
lotions,2,10.8218
lotis,2,10.8218
lotor,1,11.2273
lots,49,8.0093
lotta,2,10.8218
lottery,4,10.3111
lotus,3,10.5342
lou,41,8.1835
louanne,1,11.2273
louche,1,11.2273
loud,9,9.618
louder,2,10.8218
loudermilk,1,11.2273
loudest,1,11.2273
loudin,1,11.2273
loudness,9,9.618
loudspeaker,1,11.2273
louganis,1,11.2273
lough,1,11.2273
louie,132,7.0325
louis,132,7.0325
louisa,2,10.8218
louise,16,9.0875
louisiana,32,8.4245
louisville,13,9.2816
lounge,5,10.1288
lourdes,1,11.2273
lous,41,8.1835
louse,2,10.8218
lousiana,1,11.2273
lousy,4,10.3111
louverture,1,11.2273
louvre,2,10.8218
lovable,3,10.5342
lovato,2,10.8218
love,645,5.4612
lovebeat,1,11.2273
lovebird,1,11.2273
lovecraft,3,10.5342
loved,645,5.4612
lovefool,1,11.2273
lovegood,3,10.5342
lovegoods,3,10.5342
loveis,2,10.8218
lovelace,3,10.5342
loveless,3,10.5342
lovell,1,11.2273
lovely,645,5.4612
lover,43,8.137
loverboy,3,10.5342
loverboys,3,10.5342
loverly,1,11.2273
lovers,43,8.137
loves,645,5.4612
lovey,2,10.8218
lovin,11,9.4357
loving,645,5.4612
lovisa,1,11.2273
lovitz,1,11.2273
low,52,7.9511
lowe,52,7.9511
lowell,2,10.8218
lower,33,8.3947
lowercase,2,10.8218
lowering,33,8.3947
lowers,33,8.3947
lowes,52,7.9511
lowest,25,8.6628
lowland,1,11.2273
lowlife,1,11.2273
lowry,1,11.2273
loxley,1,11.2273
loxodonta,1,11.2273
loy,11,9.4357
loyal,6,9.9746
loyalties,4,10.3111
loyalty,4,10.3111
loyola,4,10.3111
lozstprophetz,1,11.2273
lozt,1,11.2273
lp,5,10.1288
lpn,1,11.2273
lpog,1,11.2273
lsd,2,10.8218
lsu,10,9.5227
lsus,10,9.5227
lt,40,8.2076
ltd,2,10.8218
lu,2,10.8218
luanda,1,11.2273
luanne,2,10.8218
lubo,45,8.0926
lubom,1,11.2273
lubricator,1,11.2273
luc,4,10.3111
luca,44,8.1146
lucas,44,8.1146
lucass,1,11.2273
lucci,1,11.2273
luccketta,1,11.2273
luce,4,10.3111
lucena,1,11.2273
lucia,6,9.9746
luciana,1,11.2273
luciano,2,10.8218
lucid,1,11.2273
lucie,49,8.0093
lucien,1,11.2273
lucifer,7,9.8411
lucile,7,9.8411
lucille,7,9.8411
lucio,1,11.2273
lucius,1,11.2273
luck,24,8.702
luckiest,1,11.2273
luckin,1,11.2273
luckless,1,11.2273
lucky,38,8.2575
lucy,49,8.0093
lucys,49,8.0093
ludacris,3,10.5342
luddites,1,11.2273
ludford,1,11.2273
ludgate,1,11.2273
ludke,1,11.2273
ludlum,2,10.8218
ludology,1,11.2273
ludwig,24,8.702
ludwik,1,11.2273
luecke,1,11.2273
luekemia,1,11.2273
luft,1,11.2273
lufthansa,1,11.2273
luggage,3,10.5342
lugging,1,11.2273
lugh,1,11.2273
lugosi,2,10.8218
luhmann,1,11.2273
luigi,8,9.7233
luigis,8,9.7233
luis,10,9.5227
luisa,1,11.2273
luitpold,1,11.2273
luiz,1,11.2273
luka,2,10.8218
luke,39,8.2322
lukes,39,8.2322
lul,1,11.2273
lullaby,1,11.2273
lulu,4,10.3111
lum,1,11.2273
lumber,1,11.2273
lumberidge,1,11.2273
lumbriculus,1,11.2273
lumet,1,11.2273
lumi,2,10.8218
lumiere,1,11.2273
luminescent,1,11.2273
luminous,1,11.2273
lumos,1,11.2273
lumps,1,11.2273
lumpur,3,10.5342
lumpy,1,11.2273
lun,2,10.8218
luna,15,9.1481
lunar,16,9.0875
lunch,12,9.3557
luncheon,1,11.2273
lund,1,11.2273
lundgren,1,11.2273
lundqvist,1,11.2273
lunes,2,10.8218
lung,22,8.7853
lungfish,1,11.2273
lungs,22,8.7853
lungsod,1,11.2273
lupin,9,9.618
lupita,1,11.2273
lupus,4,10.3111
lurch,2,10.8218
lure,5,10.1288
lured,5,10.1288
lures,5,10.1288
lurlynn,1,11.2273
lusaka,3,10.5342
luschkas,1,11.2273
lush,1,11.2273
lushan,1,11.2273
lusitania,1,11.2273
lust,6,9.9746
lustre,1,11.2273
lusty,1,11.2273
lut,1,11.2273
lutetia,2,10.8218
luther,28,8.5536
lutheran,6,9.9746
lutheranism,6,9.9746
luthier,1,11.2273
luthor,4,10.3111
luthors,4,10.3111
lutz,2,10.8218
luwak,1,11.2273
lux,1,11.2273
luxembourg,30,8.487
luxembourgish,1,11.2273
luxemburg,2,10.8218
luxo,1,11.2273
luxor,1,11.2273
luxurious,17,9.0304
luxury,17,9.0304
luyten,2,10.8218
luzhanqi,1,11.2273
luzhin,1,11.2273
luzin,1,11.2273
luzon,4,10.3111
lv,2,10.8218
lvar,1,11.2273
lviv,1,11.2273
lw,1,11.2273
ly,20,8.8763
lycans,1,11.2273
lycanthropy,1,11.2273
lycaon,1,11.2273
lyceum,1,11.2273
lychee,1,11.2273
lycopene,2,10.8218
lycorine,1,11.2273
lydia,4,10.3111
lydon,1,11.2273
lygophile,1,11.2273
lyics,1,11.2273
lying,20,8.8763
lykawka,1,11.2273
lyle,2,10.8218
lyman,1,11.2273
lymburner,1,11.2273
lyme,1,11.2273
lyn,3,10.5342
lynch,8,9.7233
lynchburg,1,11.2273
lynching,8,9.7233
lynde,2,10.8218
lyndon,9,9.618
lyne,3,10.5342
lynes,3,10.5342
lynette,2,10.8218
lyngstad,1,11.2273
lynn,13,9.2816
lynne,13,9.2816
lynryd,1,11.2273
lynskey,1,11.2273
lynx,5,10.1288
lynyrd,10,9.5227
lyon,3,10.5342
lyonnais,1,11.2273
lyra,15,9.1481
lyras,15,9.1481
lyre,1,11.2273
lyric,440,5.8393
lyrical,440,5.8393
lyricist,3,10.5342
lyrics,440,5.8393
lys,20,8.8763
lysistrata,1,11.2273
lysosomes,1,11.2273
lythgoe,1,11.2273
lytle,1,11.2273
lytton,1,11.2273
lyublyu,1,11.2273
lyubov,1,11.2273
lyudmila,154,6.8798
lyzenga,1,11.2273
lz,1,11.2273
m,218,6.5353
m1,2,10.8218
m101,1,11.2273
m16,1,11.2273
m2,1,11.2273
m2000,1,11.2273
m29,1,11.2273
m31,1,11.2273
m45,2,10.8218
m56,1,11.2273
ma,29,8.5197
ma2,1,11.2273
ma5,1,11.2273
ma9,1,11.2273
maabaa,1,11.2273
maalak,1,11.2273
maamakunudhoo,1,11.2273
maan,1,11.2273
maarten,2,10.8218
maastricht,4,10.3111
mabel,3,10.5342
mabuni,1,11.2273
mac,27,8.5887
macabre,1,11.2273
macao,1,11.2273
macapagal,2,10.8218
macapal,1,11.2273
macaque,1,11.2273
macarena,1,11.2273
macaroni,3,10.5342
macarthur,3,10.5342
macarthurs,3,10.5342
macau,1,11.2273
macaulay,10,9.5227
macaw,3,10.5342
macbeth,3,10.5342
macbride,1,11.2273
maccabiah,1,11.2273
macchiato,1,11.2273
macchio,2,10.8218
macclesfield,1,11.2273
maccready,1,11.2273
macdonald,10,9.5227
macdonalds,10,9.5227
mace,27,8.5887
macedon,2,10.8218
macedonia,8,9.7233
macedonian,6,9.9746
macelroy,1,11.2273
macevans,1,11.2273
macfarlane,14,9.2126
macfarlanes,14,9.2126
macguff,3,10.5342
macgyver,9,9.618
macgyvers,9,9.618
mach,3,10.5342
machaca,1,11.2273
machiavellian,2,10.8218
machina,1,11.2273
machine,55,7.8961
machinehead,1,11.2273
machinery,2,10.8218
machines,55,7.8961
machinist,1,11.2273
macho,2,10.8218
macht,1,11.2273
machu,2,10.8218
macintosh,1,11.2273
macintrash,1,11.2273
mack,5,10.1288
mackenzie,5,10.1288
mackerel,1,11.2273
mackey,4,10.3111
mackinac,2,10.8218
maclachlans,1,11.2273
maclaine,2,10.8218
maclaines,2,10.8218
maclean,2,10.8218
macleod,6,9.9746
macleods,6,9.9746
macon,1,11.2273
macpherson,2,10.8218
macreid,1,11.2273
macroer,1,11.2273
macropod,1,11.2273
macular,1,11.2273
macullum,1,11.2273
macumba,1,11.2273
macy,21,8.8298
macys,21,8.8298
macywon,1,11.2273
mad,680,5.4091
madagacar,1,11.2273
madagascar,43,8.137
madam,22,8.7853
madame,22,8.7853
madamme,1,11.2273
madara,1,11.2273
madden,2,10.8218
madder,1,11.2273
maddie,3,10.5342
madding,680,5.4091
maddy,3,10.5342
made,680,5.4091
madeira,4,10.3111
madeleine,1,11.2273
madeline,3,10.5342
mademoiselle,2,10.8218
madge,2,10.8218
madhya,1,11.2273
madison,34,8.3657
madisons,34,8.3657
madman,3,10.5342
madness,680,5.4091
madonna,72,7.6313
madonnas,72,7.6313
madras,1,11.2273
madres,1,11.2273
madrid,15,9.1481
madrids,15,9.1481
madrigal,1,11.2273
madsen,1,11.2273
mae,29,8.5197
maenads,1,11.2273
maester,1,11.2273
maestro,1,11.2273
mafalda,1,11.2273
mafia,19,8.925
mafioso,3,10.5342
maganda,2,10.8218
magandang,1,11.2273
magazine,149,6.9125
magazines,149,6.9125
magdalena,1,11.2273
magdalenes,1,11.2273
magdelena,1,11.2273
magdolina,1,11.2273
mage,2,10.8218
magee,1,11.2273
mageirocophobia,1,11.2273
magellan,12,9.3557
magellanic,12,9.3557
maggie,16,9.0875
maggies,16,9.0875
maggio,1,11.2273
maggots,4,10.3111
maggott,1,11.2273
maghee,1,11.2273
maghrib,1,11.2273
magi,2,10.8218
magic,84,7.4793
magical,84,7.4793
magically,84,7.4793
magician,9,9.618
magics,84,7.4793
magik,1,11.2273
magisterium,1,11.2273
magistrature,1,11.2273
magma,4,10.3111
magna,4,10.3111
magnate,7,9.8411
magnates,7,9.8411
magnavox,1,11.2273
magnesium,5,10.1288
magnet,13,9.2816
magnetic,13,9.2816
magnetically,13,9.2816
magnetism,13,9.2816
magneto,3,10.5342
magnetos,3,10.5342
magnets,13,9.2816
magnificent,20,8.8763
magnifying,1,11.2273
magnitude,9,9.618
magnolia,17,9.0304
magnolias,17,9.0304
magnon,2,10.8218
magnons,2,10.8218
magnum,17,9.0304
magnums,17,9.0304
magnus,4,10.3111
magnussen,1,11.2273
magpie,1,11.2273
magsaysay,2,10.8218
maguire,6,9.9746
magyarorszag,1,11.2273
mahajanga,1,11.2273
mahal,13,9.2816
maharishi,1,11.2273
mahatma,14,9.2126
mahavishnu,1,11.2273
mahican,1,11.2273
mahjong,10,9.5227
mahlers,1,11.2273
mahmoody,1,11.2273
mahmoud,1,11.2273
mahomet,1,11.2273
mahoney,1,11.2273
mahwah,1,11.2273
maia,3,10.5342
maiasaura,1,11.2273
maid,18,8.9763
maiden,41,8.1835
maidenhair,1,11.2273
maidens,41,8.1835
maids,18,8.9763
maier,2,10.8218
maigret,2,10.8218
maiko,3,10.5342
mail,21,8.8298
mailbox,1,11.2273
mailed,21,8.8298
mailer,1,11.2273
mailman,2,10.8218
mails,21,8.8298
main,345,6.0802
maine,345,6.0802
mainframe,1,11.2273
mainland,7,9.8411
mainly,38,8.2575
mainstay,1,11.2273
mainstream,1,11.2273
maintain,11,9.4357
maintained,11,9.4357
maintaining,11,9.4357
maintains,11,9.4357
maison,1,11.2273
maitake,1,11.2273
maitreya,1,11.2273
maivia,1,11.2273
maize,2,10.8218
maj,3,10.5342
majah,1,11.2273
majestic,2,10.8218
majesty,10,9.5227
majestys,10,9.5227
major,421,5.883
majoras,3,10.5342
majorca,2,10.8218
majored,421,5.883
majorino,1,11.2273
majoris,1,11.2273
majoritarian,1,11.2273
majority,421,5.883
majors,421,5.883
majuro,1,11.2273
mak,441,5.8371
makarenko,1,11.2273
makarij,1,11.2273
makarov,1,11.2273
makawao,1,11.2273
make,441,5.8371
maker,18,8.9763
makers,18,8.9763
makes,441,5.8371
makeup,4,10.3111
makin,3,10.5342
making,441,5.8371
makkah,1,11.2273
mako,1,11.2273
makruk,1,11.2273
makulay,1,11.2273
makunga,1,11.2273
mal,150,6.9058
malabar,1,11.2273
malabo,2,10.8218
malacca,1,11.2273
malachi,1,11.2273
malacology,1,11.2273
malady,2,10.8218
malaga,2,10.8218
malagasy,6,9.9746
malal,1,11.2273
malaleuca,1,11.2273
malamud,1,11.2273
malanie,1,11.2273
malanin,1,11.2273
malapropism,1,11.2273
malaria,8,9.7233
malatesta,2,10.8218
malatestas,2,10.8218
malawi,9,9.618
malawian,1,11.2273
malay,2,10.8218
malayan,2,10.8218
malaysia,18,8.9763
malaysian,3,10.5342
malca,1,11.2273
malcolm,30,8.487
malcolms,30,8.487
malcom,1,11.2273
malden,10,9.5227
maldive,5,10.1288
maldives,5,10.1288
maldivian,1,11.2273
male,150,6.9058
malecon,1,11.2273
maleek,1,11.2273
maleeva,1,11.2273
maleficent,5,10.1288
maleficents,5,10.1288
males,150,6.9058
malevolent,2,10.8218
malfi,1,11.2273
malfoy,20,8.8763
malfoys,20,8.8763
malfunction,2,10.8218
malfunctioning,2,10.8218
malfurion,1,11.2273
malheur,1,11.2273
mali,4,10.3111
malia,1,11.2273
malian,2,10.8218
malibu,3,10.5342
malice,10,9.5227
malicious,3,10.5342
malignant,2,10.8218
malik,1,11.2273
malin,1,11.2273
malindi,1,11.2273
malinger,1,11.2273
malkins,1,11.2273
mall,21,8.8298
mallard,1,11.2273
malleable,21,8.8298
malles,21,8.8298
malleus,1,11.2273
malleys,1,11.2273
malloreon,1,11.2273
mallory,5,10.1288
mallorys,5,10.1288
mallowan,1,11.2273
malloy,1,11.2273
mallozzis,1,11.2273
malnutrition,3,10.5342
malone,19,8.925
malones,19,8.925
malp,1,11.2273
malph,1,11.2273
malt,3,10.5342
malta,22,8.7853
malted,3,10.5342
maltese,8,9.7233
maltesta,1,11.2273
maltin,2,10.8218
maltz,1,11.2273
maluku,1,11.2273
malum,1,11.2273
malus,1,11.2273
malzovia,1,11.2273
mama,50,7.9895
maman,1,11.2273
mamas,50,7.9895
mamba,2,10.8218
mambo,3,10.5342
mame,1,11.2273
mameluke,2,10.8218
mamie,2,10.8218
mamma,2,10.8218
mammal,72,7.6313
mammalia,1,11.2273
mammalian,3,10.5342
mammals,72,7.6313
mammary,2,10.8218
mammatus,1,11.2273
mammoth,13,9.2816
mammoths,13,9.2816
mammy,1,11.2273
mamossoans,1,11.2273
man,660,5.4385
mana,3,10.5342
manage,94,7.3682
managed,94,7.3682
management,94,7.3682
manager,94,7.3682
managerial,1,11.2273
managers,94,7.3682
manages,94,7.3682
managing,94,7.3682
managua,2,10.8218
manakish,1,11.2273
manama,3,10.5342
manana,2,10.8218
manaslu,1,11.2273
manat,2,10.8218
manatee,8,9.7233
manatees,8,9.7233
manaus,1,11.2273
manbat,1,11.2273
mancha,2,10.8218
manchego,1,11.2273
manchester,22,8.7853
manchurian,1,11.2273
mancini,3,10.5342
mandakranta,1,11.2273
mandaly,1,11.2273
mandan,1,11.2273
mandarin,6,9.9746
mandate,2,10.8218
